plant,time point,dividing parent cell,parent neighbor,mapped daughter,label
ktnP2,0,74,221,300,0
ktnP2,0,74,428,166,2
ktnP2,0,353,211,597,1
ktnP2,0,353,217,129,2
ktnP2,0,353,356,85,1
ktnP2,0,353,369,136,1
ktnP2,0,245,72,176,2
ktnP2,0,245,78,184,0
ktnP2,0,245,83,175,0
ktnP2,0,245,248,263,2
ktnP2,0,262,35,148,0
ktnP2,0,262,218,317,0
ktnP2,0,262,254,504,2
ktnP2,0,262,408,116,2
ktnP2,0,262,414,436,0
ktnP2,0,262,659,113,1
ktnP2,0,352,149,483,1
ktnP2,0,352,156,332,1
ktnP2,0,352,257,445,2
ktnP2,0,352,290,203,0
ktnP2,0,352,307,309,1
ktnP2,0,352,516,438,2
ktnP2,0,352,547,49,0
ktnP2,0,254,29,353,2
ktnP2,0,254,32,144,1
ktnP2,0,254,35,148,1
ktnP2,0,254,128,590,0
ktnP2,0,254,262,312,2
ktnP2,0,254,659,113,0
ktnP2,0,95,219,128,1
ktnP2,0,95,220,607,1
ktnP2,0,95,435,32,1
ktnP2,0,95,494,138,2
ktnP2,0,95,676,61,2
ktnP2,0,95,679,269,0
ktnP2,0,569,324,437,2
ktnP2,0,569,379,350,1
ktnP2,0,569,383,358,2
ktnP2,0,569,516,438,0
ktnP2,0,569,538,189,1
ktnP2,0,409,7,378,0
ktnP2,0,409,187,336,1
ktnP2,0,409,196,80,2
ktnP2,0,409,344,339,1
ktnP2,0,409,417,230,0
ktnP2,0,409,476,515,0
ktnP2,0,409,548,576,2
ktnP2,0,311,3,450,0
ktnP2,0,311,156,332,1
ktnP2,0,311,168,333,2
ktnP2,0,311,257,445,1
ktnP2,0,311,301,217,0
ktnP2,0,311,470,211,0
ktnP2,0,311,471,371,0
ktnP2,0,311,547,49,2
ktnP2,0,46,354,343,0
ktnP2,0,46,369,136,0
ktnP2,0,46,373,131,1
ktnP2,0,46,475,134,2
ktnP2,0,46,632,75,1
ktnP2,0,484,222,96,0
ktnP2,0,484,223,107,0
ktnP2,0,484,451,397,2
ktnP2,0,414,48,379,0
ktnP2,0,414,50,226,2
ktnP2,0,414,218,317,1
ktnP2,0,414,262,312,1
ktnP2,0,414,305,490,1
ktnP2,0,414,408,116,2
ktnP2,0,58,101,496,1
ktnP2,0,58,105,365,2
ktnP2,0,58,112,267,0
ktnP2,0,58,194,446,1
ktnP2,0,58,571,522,2
ktnP2,0,156,168,333,0
ktnP2,0,156,257,445,2
ktnP2,0,156,307,309,1
ktnP2,0,156,311,484,0
ktnP2,0,156,328,12,0
ktnP2,0,156,352,440,1
ktnP2,0,156,439,73,1
ktnP2,0,156,446,320,2
ktnP2,0,221,52,209,1
ktnP2,0,221,74,24,1
ktnP2,0,221,155,385,2
ktnP2,0,221,188,384,1
ktnP2,0,221,704,386,0
ktnP2,0,255,190,468,0
ktnP2,0,255,313,469,0
ktnP2,0,255,314,35,0
ktnP2,0,255,366,571,2
ktnP2,0,154,213,256,2
ktnP2,0,154,222,96,2
ktnP2,0,154,231,398,0
ktnP2,0,154,480,393,1
ktnP2,0,154,481,394,1
ktnP2,0,431,6,117,0
ktnP2,0,431,138,257,0
ktnP2,0,431,283,56,2
ktnP2,0,431,339,265,0
ktnP2,0,603,144,90,1
ktnP2,0,603,173,509,2
ktnP2,0,603,183,45,0
ktnP2,0,603,604,558,0
ktnP2,0,209,207,409,1
ktnP2,0,209,236,412,0
ktnP2,0,209,380,264,0
ktnP2,0,209,465,310,0
ktnP2,0,209,503,410,2
ktnP2,0,209,688,66,2
ktnP2,0,209,689,577,1
ktnP2,0,656,72,176,0
ktnP2,0,656,107,169,2
ktnP2,0,656,110,255,1
ktnP2,0,656,213,256,1
ktnP2,0,443,245,344,2
ktnP2,0,443,248,263,0
ktnP2,0,443,523,319,2
ktnP2,0,148,73,538,2
ktnP2,0,148,100,612,2
ktnP2,0,148,428,166,0
ktnP2,0,148,571,522,0
ktnP2,0,148,572,611,1
ktnP2,0,50,48,379,0
ktnP2,0,50,211,597,0
ktnP2,0,50,305,490,1
ktnP2,0,50,315,234,0
ktnP2,0,50,316,598,2
ktnP2,0,50,414,436,2
ktnP2,0,455,376,292,1
ktnP2,0,455,420,295,1
ktnP2,0,455,458,403,2
ktnP2,0,455,539,458,0
ktnP2,0,455,540,121,0
ktnP2,0,225,6,117,0
ktnP2,0,225,67,118,0
ktnP2,0,225,365,235,0
ktnP2,0,225,401,219,2
ktnP2,0,225,524,507,0
ktnP2,0,462,206,405,1
ktnP2,0,462,331,3,0
ktnP2,0,462,423,182,2
ktnP2,0,462,425,186,0
ktnP2,0,462,459,302,1
ktnP2,0,462,499,19,2
ktnP2,0,462,546,408,1
ktnP2,0,494,18,36,0
ktnP2,0,494,95,516,0
ktnP2,0,494,220,607,2
ktnP2,0,494,679,269,0
ktnP2,0,374,365,235,1
ktnP2,0,374,375,502,2
ktnP2,0,374,496,448,1
ktnP2,0,374,524,507,1
ktnP2,0,374,545,433,0
ktnP2,0,10,23,277,1
ktnP2,0,10,80,137,1
ktnP2,0,10,89,525,1
ktnP2,0,10,102,526,2
ktnP2,0,10,104,21,0
ktnP2,0,10,234,288,0
ktnP2,0,10,242,424,2
ktnP2,0,10,253,50,0
ktnP2,0,315,33,153,1
ktnP2,0,315,48,379,2
ktnP2,0,315,50,226,0
ktnP2,0,315,211,597,0
ktnP2,0,315,337,126,2
ktnP2,0,73,74,24,0
ktnP2,0,73,148,610,2
ktnP2,0,73,188,384,2
ktnP2,0,73,428,166,0
ktnP2,0,73,572,611,1
ktnP2,0,520,100,612,0
ktnP2,0,520,120,357,1
ktnP2,0,520,570,361,2
ktnP2,0,520,571,522,0
ktnP2,0,520,572,611,0
ktnP2,0,475,196,80,0
ktnP2,0,475,201,342,0
ktnP2,0,475,344,339,0
ktnP2,0,475,354,343,2
ktnP2,0,475,373,131,2
ktnP2,0,47,52,209,2
ktnP2,0,47,221,300,0
ktnP2,0,383,180,202,1
ktnP2,0,383,275,88,2
ktnP2,0,383,290,203,0
ktnP2,0,383,379,350,1
ktnP2,0,383,516,438,0
ktnP2,0,383,569,196,2
ktnP2,0,556,189,568,2
ktnP2,0,556,366,571,2
ktnP2,0,516,146,327,0
ktnP2,0,516,149,483,0
ktnP2,0,516,290,203,2
ktnP2,0,516,324,437,2
ktnP2,0,516,352,440,0
ktnP2,0,516,383,358,1
ktnP2,0,516,569,196,1
ktnP2,0,67,6,117,1
ktnP2,0,67,146,327,0
ktnP2,0,67,225,210,1
ktnP2,0,67,307,309,0
ktnP2,0,67,340,325,0
ktnP2,0,67,365,235,2
ktnP2,0,67,434,281,2
ktnP2,0,67,439,73,0
ktnP2,0,231,78,184,2
ktnP2,0,231,83,175,1
ktnP2,0,231,154,380,2
ktnP2,0,231,213,256,1
ktnP2,0,231,222,96,0
ktnP2,0,231,226,101,0
ktnP2,0,128,16,305,1
ktnP2,0,128,29,353,2
ktnP2,0,128,126,23,1
ktnP2,0,128,254,504,0
ktnP2,0,128,276,106,1
ktnP2,0,128,296,112,1
ktnP2,0,128,658,434,2
ktnP2,0,128,659,113,0
ktnP2,0,153,135,368,1
ktnP2,0,153,152,464,2
ktnP2,0,153,197,447,0
ktnP2,0,153,199,119,2
ktnP2,0,153,325,178,0
ktnP2,0,153,326,179,0
ktnP2,0,153,330,449,0
ktnP2,0,153,677,574,1
ktnP2,0,677,135,368,2
ktnP2,0,677,153,462,0
ktnP2,0,677,199,119,0
ktnP2,0,677,200,451,0
ktnP2,0,677,676,61,1
ktnP2,0,677,678,270,2
ktnP2,0,677,679,269,1
ktnP2,0,337,33,153,1
ktnP2,0,337,201,342,1
ktnP2,0,337,211,597,0
ktnP2,0,337,315,234,2
ktnP2,0,337,354,343,1
ktnP2,0,337,356,85,2
ktnP2,0,303,291,52,1
ktnP2,0,303,292,512,2
ktnP2,0,303,312,452,2
ktnP2,0,303,327,455,0
ktnP2,0,303,396,373,1
ktnP2,0,303,531,224,0
ktnP2,0,52,188,384,2
ktnP2,0,52,221,300,0
ktnP2,0,339,6,117,2
ktnP2,0,339,138,257,1
ktnP2,0,339,141,14,2
ktnP2,0,339,431,258,1
ktnP2,0,339,434,281,0
ktnP2,0,339,498,114,1
ktnP2,0,447,249,345,0
ktnP2,0,447,309,478,1
ktnP2,0,447,449,479,2
ktnP2,0,447,523,319,2
ktnP2,0,447,529,431,1
ktnP2,0,447,623,480,0
ktnP2,0,447,694,249,1
ktnP2,0,570,120,357,1
ktnP2,0,570,133,362,2
ktnP2,0,570,145,442,1
ktnP2,0,570,147,443,1
ktnP2,0,570,520,58,2
ktnP2,0,570,571,522,0
ktnP2,0,249,78,184,0
ktnP2,0,249,248,263,2
ktnP2,0,249,251,187,0
ktnP2,0,249,447,425,1
ktnP2,0,249,523,319,1
ktnP2,0,249,623,480,2
ktnP2,0,249,707,615,0
ktnP2,0,633,299,530,1
ktnP2,0,633,632,75,2
ktnP2,0,483,154,380,1
ktnP2,0,483,189,568,1
ktnP2,0,483,222,96,2
ktnP2,0,483,481,394,1
ktnP2,0,324,141,14,1
ktnP2,0,324,146,327,0
ktnP2,0,324,340,325,2
ktnP2,0,324,516,438,0
ktnP2,0,324,538,189,1
ktnP2,0,324,569,196,2
ktnP2,0,6,67,118,0
ktnP2,0,6,225,210,0
ktnP2,0,6,339,265,1
ktnP2,0,6,401,219,2
ktnP2,0,6,431,258,1
ktnP2,0,6,434,281,2
ktnP2,0,371,109,432,1
ktnP2,0,371,114,111,2
ktnP2,0,371,150,286,2
ktnP2,0,371,167,125,0
ktnP2,0,371,234,288,1
ktnP2,0,371,688,66,0
ktnP2,0,371,689,577,0
ktnP2,0,550,16,305,0
ktnP2,0,550,183,45,1
ktnP2,0,550,236,412,2
ktnP2,0,550,276,106,0
ktnP2,0,550,465,310,1
ktnP2,0,550,467,314,2
ktnP2,0,173,144,90,0
ktnP2,0,173,183,45,0
ktnP2,0,173,336,456,2
ktnP2,0,173,382,190,1
ktnP2,0,173,426,501,1
ktnP2,0,173,465,310,2
ktnP2,0,173,603,130,0
ktnP2,0,331,199,119,1
ktnP2,0,331,200,451,1
ktnP2,0,331,273,453,2
ktnP2,0,331,330,449,1
ktnP2,0,331,377,180,1
ktnP2,0,331,381,42,0
ktnP2,0,331,423,182,2
ktnP2,0,331,425,186,0
ktnP2,0,331,462,306,0
ktnP2,0,373,344,339,0
ktnP2,0,373,347,11,2
ktnP2,0,373,475,134,2
ktnP2,0,373,632,75,1
ktnP2,0,499,150,286,0
ktnP2,0,499,167,125,0
ktnP2,0,499,207,409,0
ktnP2,0,499,425,186,2
ktnP2,0,499,462,306,1
ktnP2,0,499,464,308,0
ktnP2,0,499,546,408,2
ktnP2,0,241,177,199,1
ktnP2,0,241,239,46,1
ktnP2,0,241,399,414,0
ktnP2,0,241,474,200,2
ktnP2,0,241,493,62,0
ktnP2,0,241,567,271,0
ktnP2,0,48,7,378,1
ktnP2,0,48,33,153,1
ktnP2,0,48,50,226,0
ktnP2,0,48,315,234,2
ktnP2,0,48,408,116,2
ktnP2,0,48,414,436,0
ktnP2,0,48,417,230,1
ktnP2,0,48,660,221,1
ktnP2,1,309,73,6,2
ktnP2,1,309,77,151,0
ktnP2,1,309,118,100,1
ktnP2,1,309,327,154,1
ktnP2,1,309,329,161,0
ktnP2,1,309,483,157,2
ktnP2,1,367,50,48,0
ktnP2,1,367,203,29,1
ktnP2,1,367,204,164,0
ktnP2,1,367,211,38,1
ktnP2,1,367,366,65,2
ktnP2,1,100,121,174,2
ktnP2,1,100,137,52,0
ktnP2,1,100,277,197,0
ktnP2,1,100,302,216,2
ktnP2,1,100,403,59,1
ktnP2,1,100,405,240,0
ktnP2,1,48,204,164,0
ktnP2,1,48,276,83,1
ktnP2,1,48,414,82,1
ktnP2,1,48,415,162,1
ktnP2,1,48,422,33,2
ktnP2,1,257,114,177,0
ktnP2,1,257,181,139,0
ktnP2,1,257,258,77,1
ktnP2,1,257,261,124,2
ktnP2,1,424,50,48,0
ktnP2,1,424,65,117,2
ktnP2,1,424,204,164,2
ktnP2,1,424,277,197,1
ktnP2,1,424,280,106,1
ktnP2,1,424,422,33,1
ktnP2,1,424,426,127,0
ktnP2,1,405,100,192,0
ktnP2,1,405,137,52,0
ktnP2,1,405,302,216,0
ktnP2,1,405,307,171,2
ktnP2,1,405,408,134,1
ktnP2,1,405,525,207,2
ktnP2,1,281,14,123,0
ktnP2,1,281,117,42,2
ktnP2,1,281,118,100,1
ktnP2,1,281,265,14,0
ktnP2,1,281,325,113,2
ktnP2,1,281,429,138,0
ktnP2,1,281,439,235,1
ktnP2,1,350,22,689,1
ktnP2,1,350,165,130,1
ktnP2,1,350,181,139,2
ktnP2,1,350,189,170,0
ktnP2,1,350,194,155,0
ktnP2,1,350,349,109,2
ktnP2,1,412,105,70,0
ktnP2,1,412,264,21,2
ktnP2,1,412,305,116,1
ktnP2,1,412,310,102,0
ktnP2,1,412,311,114,2
ktnP2,1,412,413,212,1
ktnP2,1,302,100,192,2
ktnP2,1,302,180,172,1
ktnP2,1,302,182,206,0
ktnP2,1,302,307,171,0
ktnP2,1,302,403,59,1
ktnP2,1,302,405,240,0
ktnP2,1,558,45,34,2
ktnP2,1,558,314,62,1
ktnP2,1,204,50,48,0
ktnP2,1,204,367,64,0
ktnP2,1,204,422,33,1
ktnP2,1,204,424,112,2
ktnP2,1,118,73,6,1
ktnP2,1,118,235,150,1
ktnP2,1,118,281,40,0
ktnP2,1,118,309,128,2
ktnP2,1,118,325,113,0
ktnP2,1,118,327,154,0
ktnP2,1,118,439,235,2
ktnP2,1,23,110,226,0
ktnP2,1,23,301,203,2
ktnP2,1,23,305,116,1
ktnP2,1,111,51,46,0
ktnP2,1,111,52,168,0
ktnP2,1,111,66,10,1
ktnP2,1,111,110,226,2
ktnP2,1,111,291,700,1
ktnP2,1,111,432,141,2
ktnP2,1,111,461,131,1
ktnP2,1,295,99,30,1
ktnP2,1,295,179,185,2
ktnP2,1,295,180,172,0
ktnP2,1,295,292,153,1
ktnP2,1,295,403,59,2
ktnP2,1,106,305,116,0
ktnP2,1,106,314,62,1
ktnP2,1,106,315,26,1
ktnP2,1,106,413,212,2
ktnP2,1,190,42,101,0
ktnP2,1,190,43,702,1
ktnP2,1,190,188,135,2
ktnP2,1,190,308,306,0
ktnP2,1,190,501,307,2
ktnP2,1,261,14,123,0
ktnP2,1,261,114,177,0
ktnP2,1,261,257,208,2
ktnP2,1,261,258,77,1
ktnP2,1,261,265,14,2
ktnP2,1,261,429,138,1
ktnP2,1,186,19,253,2
ktnP2,1,186,42,101,2
ktnP2,1,186,183,104,0
ktnP2,1,186,306,108,0
ktnP2,1,186,308,306,1
ktnP2,1,186,407,209,1
ktnP2,1,45,310,102,2
ktnP2,1,45,311,114,1
ktnP2,1,45,314,62,1
ktnP2,1,45,509,41,0
ktnP2,1,45,558,36,2
ktnP2,1,110,23,228,1
ktnP2,1,110,52,168,2
ktnP2,1,110,66,10,2
ktnP2,1,110,111,148,0
ktnP2,1,110,301,203,1
ktnP2,1,308,42,101,1
ktnP2,1,308,186,252,1
ktnP2,1,308,190,188,2
ktnP2,1,308,407,209,2
ktnP2,1,308,409,68,0
ktnP2,1,308,410,55,0
ktnP2,1,308,501,307,0
ktnP2,1,66,105,70,1
ktnP2,1,66,110,226,2
ktnP2,1,66,111,148,0
ktnP2,1,66,264,21,1
ktnP2,1,66,291,700,0
ktnP2,1,66,301,203,1
ktnP2,1,66,577,699,2
ktnP2,1,66,578,53,1
ktnP2,1,429,117,42,2
ktnP2,1,429,258,77,1
ktnP2,1,429,261,124,2
ktnP2,1,429,265,14,0
ktnP2,1,429,281,40,0
ktnP2,1,117,281,40,0
ktnP2,1,117,429,138,2
ktnP2,1,117,439,235,0
ktnP2,1,189,14,123,1
ktnP2,1,189,114,177,2
ktnP2,1,189,181,139,0
ktnP2,1,189,194,155,0
ktnP2,1,189,350,152,0
ktnP2,1,189,435,18,2
ktnP2,1,447,462,86,2
ktnP2,1,327,118,100,1
ktnP2,1,327,309,128,1
ktnP2,1,327,325,113,2
ktnP2,1,327,437,126,0
ktnP2,1,327,438,50,0
ktnP2,1,327,483,157,2
ktnP2,1,73,77,151,0
ktnP2,1,73,118,100,1
ktnP2,1,73,235,150,1
ktnP2,1,73,309,128,2
ktnP2,1,73,320,178,0
ktnP2,1,73,448,144,2
ktnP2,1,408,19,253,2
ktnP2,1,408,286,241,0
ktnP2,1,408,307,171,1
ktnP2,1,408,405,240,1
ktnP2,1,408,407,209,0
ktnP2,1,408,525,207,1
