plant,time point,dividing parent cell,parent neighbor,mapped daughter,label
P1,2,5848,5837,6076,1
P1,2,5848,5849,6107,2
P1,2,5647,5499,6040,1
P1,2,5647,5537,5903,1
P1,2,5647,5757,6051,2
P1,2,5647,5804,5916,0
P1,2,5850,5519,6084,1
P1,2,5850,5727,6097,1
P1,2,5850,5737,6121,0
P1,2,5850,5751,6138,0
P1,2,5850,5843,5915,0
P1,2,5850,5845,6132,0
P1,2,5576,5673,6167,0
P1,2,5576,5709,6200,0
P1,2,5576,5721,5984,0
P1,2,5576,5729,5982,1
P1,2,5576,5814,6172,1
P1,2,5576,5816,6173,1
P1,2,5576,5840,5963,1
P1,2,5779,5543,6134,1
P1,2,5779,5545,6168,0
P1,2,5779,5673,6167,1
P1,2,5779,5690,5960,2
P1,2,5779,5754,6139,0
P1,2,5779,5816,6173,0
P1,2,5572,5581,6081,1
P1,2,5572,5675,5894,2
P1,2,5572,5724,5920,0
P1,2,5572,5807,6042,1
P1,2,5572,5822,6052,2
P1,2,5572,5836,6080,1
P1,2,5659,5646,6010,0
P1,2,5659,5670,6217,0
P1,2,5659,5771,6001,0
P1,2,5659,5797,5889,0
P1,2,5659,5799,6023,1
P1,2,5778,5498,5938,0
P1,2,5778,5683,6193,2
P1,2,5778,5685,5954,1
P1,2,5778,5751,6138,1
P1,2,5778,5764,6137,1
P1,2,5778,5812,6180,0
P1,2,5543,5545,6168,1
P1,2,5543,5614,6116,0
P1,2,5543,5754,6139,0
P1,2,5543,5779,5946,1
P1,2,5543,5794,6100,1
P1,2,5575,5511,6039,0
P1,2,5575,5519,6084,0
P1,2,5575,5579,6057,1
P1,2,5575,5682,6037,1
P1,2,5575,5810,6036,1
P1,2,5575,5833,5910,0
P1,2,5575,5843,5915,0
P1,2,5564,5645,6000,0
P1,2,5564,5646,6010,2
P1,2,5564,5655,6008,2
P1,2,5564,5682,6037,0
P1,2,5564,5797,5889,1
P1,2,5564,5808,5901,1
P1,2,5564,5810,6036,0
P1,2,5501,5560,6175,1
P1,2,5501,5789,6178,2
P1,2,5764,5541,5937,2
P1,2,5764,5683,6193,1
P1,2,5764,5751,6138,1
P1,2,5764,5776,6164,0
P1,2,5764,5778,6166,0
P1,2,5764,5790,5953,2
P1,2,5764,5823,6192,1
P1,2,5764,5845,6132,1
P1,2,5641,5781,6013,1
P1,2,5641,5788,6019,0
P1,2,5808,5564,6014,0
P1,2,5808,5579,6057,1
P1,2,5808,5655,6008,2
P1,2,5808,5668,6020,0
P1,2,5808,5691,6053,1
P1,2,5808,5701,6055,1
P1,2,5808,5810,6036,0
P1,2,5816,5576,6202,0
P1,2,5816,5673,6167,2
P1,2,5816,5690,5960,1
P1,2,5816,5779,5946,1
P1,2,5816,5840,5963,0
P1,2,5816,5841,6208,0
P1,2,5757,5499,6040,0
P1,2,5757,5647,5922,1
P1,2,5757,5693,6204,1
P1,2,5757,5832,5869,2
P1,3,6153,5947,6383,1
P1,3,6153,6128,6252,0
P1,3,6153,6130,6384,2
P1,3,6153,6155,6401,2
P1,3,6153,6177,6274,0
P1,3,6153,6178,6282,0
P1,3,6006,5903,6238,1
P1,3,6006,5973,6273,1
P1,3,6006,5975,6435,0
P1,3,6006,6206,6276,1
P1,3,6084,5907,6254,0
P1,3,6084,5915,6266,0
P1,3,6084,6057,6337,0
P1,3,6084,6077,6354,1
P1,3,6084,6090,6387,2
P1,3,6084,6097,6386,2
P1,3,6172,5936,6296,1
P1,3,6172,5938,6364,2
P1,3,6172,5959,6377,1
P1,3,6172,6180,6408,1
P1,3,6172,6201,6332,2
P1,3,6172,6202,6265,1
P1,3,6121,5915,6266,0
P1,3,6121,5923,6417,2
P1,3,6121,5936,6296,2
P1,3,6121,5938,6364,2
P1,3,6121,6090,6387,2
P1,3,6121,6109,6416,1
P1,3,6121,6115,6244,1
P1,3,6121,6138,6444,0
P1,3,6162,6125,6321,0
P1,3,6162,6136,6340,0
P1,3,6162,6145,6470,2
P1,3,6162,6147,6359,0
P1,3,6162,6174,6358,2
P1,3,6162,6175,6373,0
P1,3,6162,6190,6380,1
P1,3,6059,5884,6334,2
P1,3,6059,5898,6278,2
P1,3,6059,5929,6422,2
P1,3,6059,6024,6330,1
P1,3,6059,6070,6356,1
P1,3,6059,6102,6241,2
P1,3,5936,5938,6364,0
P1,3,5936,6115,6244,2
P1,3,5936,6121,6448,0
P1,3,5936,6139,6270,1
P1,3,5936,6172,6480,1
P1,3,6195,5884,6334,0
P1,3,6195,5947,6383,2
P1,3,6195,5975,6435,2
P1,3,6195,5993,6248,2
P1,3,6195,6175,6373,2
P1,3,6195,6177,6274,1
P1,3,6195,6198,6437,1
P1,3,6195,6206,6276,0
P1,3,5968,5954,6267,0
P1,3,5968,5978,6379,0
P1,3,5968,5981,6326,2
P1,3,5968,6009,6323,2
P1,3,5968,6192,6338,0
P1,3,5968,6193,6363,2
P1,3,5968,6200,6433,0
P1,3,6206,5973,6273,0
P1,3,6206,5975,6435,2
P1,3,6206,6006,6432,0
P1,3,6206,6175,6373,2
P1,3,6206,6190,6380,0
P1,3,6206,6195,6456,2
P1,3,6136,6112,6314,1
P1,3,6136,6114,6322,2
P1,3,6136,6125,6321,2
P1,3,6136,6147,6359,0
P1,3,6136,6162,6256,0
P1,3,6089,5909,6298,0
P1,3,6089,6082,6466,2
P1,3,6089,6112,6314,2
P1,3,6089,6114,6322,2
P1,3,6115,5923,6417,0
P1,3,6115,5924,6450,0
P1,3,6115,5936,6296,0
P1,3,6115,6121,6448,2
P1,3,6115,6139,6270,2
P1,3,6070,5903,6238,0
P1,3,6070,5916,6264,2
P1,3,6070,5929,6422,1
P1,3,6070,6024,6330,1
P1,3,6070,6059,6376,0
P1,3,5910,5907,6254,2
P1,3,5910,5915,6266,0
P1,3,5910,5923,6417,1
P1,3,5910,6085,6406,2
P1,3,6138,5938,6364,2
P1,3,6138,6109,6416,0
P1,3,6138,6121,6448,0
P1,3,6138,6132,6414,0
P1,3,6138,6137,6428,1
P1,3,6138,6165,6293,1
P1,3,6138,6166,6317,0
P1,3,6138,6171,6242,2
P1,3,6128,5921,6333,0
P1,3,6128,6107,6361,1
P1,3,6128,6114,6322,1
P1,3,6128,6130,6384,0
P1,3,6128,6147,6359,2
P1,3,6128,6153,6400,1
P1,3,6190,5973,6273,1
P1,3,6190,6162,6256,2
P1,3,6190,6174,6358,0
P1,3,6190,6175,6373,0
P1,3,6190,6206,6276,0
P1,3,6055,6057,6337,2
P1,3,6055,6076,6324,2
P1,3,6055,6077,6354,2
P1,3,5938,5936,6296,0
P1,3,5938,6121,6448,1
P1,3,5938,6138,6444,0
P1,3,5938,6166,6317,1
P1,3,5938,6172,6480,2
P1,3,5938,6180,6408,2
P1,3,5932,5937,6427,1
P1,3,5932,6095,6362,2
P1,3,5932,6107,6361,1
P1,3,5932,6108,6269,2
P1,3,5932,6130,6384,1
P1,3,5932,6132,6414,0
P1,3,5932,6155,6401,2
P1,3,6082,5909,6298,1
P1,3,6082,5921,6333,0
P1,3,6082,6076,6324,2
P1,3,6082,6089,6308,0
P1,3,6082,6114,6322,2
P1,3,5982,5900,6412,2
P1,3,5982,5981,6326,2
P1,3,5982,6029,6419,1
P1,3,5982,6200,6433,0
P1,3,5982,6201,6332,0
P1,3,5982,6202,6265,1
P1,3,6077,6055,6236,1
P1,3,6077,6057,6337,0
P1,3,6077,6076,6324,0
P1,3,6077,6084,6368,1
P1,3,6077,6095,6362,1
P1,3,6077,6097,6386,0
P1,3,6077,6107,6361,0
P1,3,5924,5923,6417,0
P1,3,5924,6085,6406,0
P1,3,5924,6115,6244,1
P1,3,5924,6116,6346,0
P1,3,5924,6139,6270,2
P1,3,6114,5921,6333,2
P1,3,6114,6082,6466,0
P1,3,6114,6089,6308,0
P1,3,6114,6112,6314,2
P1,3,6114,6128,6252,2
P1,3,6114,6136,6340,2
P1,3,6114,6147,6359,2
P1,3,6118,5912,6459,0
P1,3,6118,6073,6275,1
P1,3,6118,6075,6407,2
P1,3,6118,6119,6360,2
P1,3,6118,6135,6352,0
P1,3,6097,6077,6354,1
P1,3,6097,6084,6368,0
P1,3,6097,6090,6387,0
P1,3,6097,6095,6362,0
P1,3,6097,6108,6269,0
P1,3,6097,6109,6416,0
P1,3,6097,6132,6414,0
P1,3,6178,5953,6288,0
P1,3,6178,5962,6240,1
P1,3,6178,6153,6400,1
P1,3,6178,6155,6401,2
P1,3,6178,6164,6442,1
P1,3,6178,6177,6274,2
P1,3,6178,6198,6437,0
P1,3,6116,5924,6450,0
P1,3,6116,6139,6270,0
P1,3,6024,5884,6334,0
P1,3,6024,5903,6238,1
P1,3,6024,5975,6435,1
P1,3,6024,6059,6376,0
P1,3,6024,6070,6356,0
P1,3,5915,5907,6254,0
P1,3,5915,5910,6388,2
P1,3,5915,5923,6417,0
P1,3,5915,6084,6368,2
P1,3,5915,6090,6387,1
P1,3,5915,6121,6448,2
P1,3,6085,5910,6388,2
P1,3,6085,5923,6417,0
P1,3,6085,5924,6450,1
P1,3,5898,5884,6334,1
P1,3,5898,5891,6231,2
P1,3,5898,5993,6248,1
P1,3,5898,6059,6376,2
P1,3,5898,6073,6275,0
P1,3,5898,6102,6241,2
P1,3,6145,6125,6321,2
P1,3,6145,6162,6256,0
P1,3,6145,6174,6358,1
P1,3,5929,5916,6264,1
P1,3,5929,6059,6376,1
P1,3,5929,6070,6356,1
P1,3,5929,6102,6241,0
P1,3,5929,6146,6513,1
P1,3,6174,6145,6470,0
P1,3,6174,6162,6256,2
P1,3,6174,6190,6380,2
P1,3,6132,5932,6402,2
P1,3,6132,5937,6427,1
P1,3,6132,6097,6386,1
P1,3,6132,6108,6269,0
P1,3,6132,6109,6416,0
P1,3,6132,6137,6428,1
P1,3,6132,6138,6444,1
P1,3,5903,5916,6264,2
P1,3,5903,5975,6435,0
P1,3,5903,6006,6432,1
P1,3,5903,6024,6330,0
P1,3,5903,6070,6356,1
P1,3,6139,5924,6450,2
P1,3,6139,5936,6296,2
P1,3,6139,6115,6244,2
P1,3,6139,6116,6346,1
P1,3,5973,6006,6432,0
P1,3,5973,6190,6380,2
P1,3,5973,6206,6276,1
P1,3,6057,5907,6254,0
P1,3,6057,6055,6236,1
P1,3,6057,6077,6354,0
P1,3,6057,6084,6368,0
P1,3,6102,5898,6278,2
P1,3,6102,5929,6422,0
P1,3,6102,6059,6376,0
P1,3,6102,6073,6275,2
P1,3,6102,6135,6352,1
P1,3,6102,6146,6513,0
P1,3,6102,6148,6454,2
P1,3,5923,5910,6388,2
P1,3,5923,5915,6266,1
P1,3,5923,5924,6450,1
P1,3,5923,6085,6406,2
P1,3,5923,6115,6244,2
P1,3,5923,6121,6448,2
P1,3,6125,6112,6314,2
P1,3,6125,6136,6340,1
P1,3,6125,6145,6470,0
P1,3,6125,6162,6256,0
P1,3,6107,5921,6333,1
P1,3,6107,5932,6402,1
P1,3,6107,6076,6324,0
P1,3,6107,6077,6354,2
P1,3,6107,6095,6362,2
P1,3,6107,6128,6252,1
P1,3,6107,6130,6384,2
P1,3,6198,5962,6240,0
P1,3,6198,5966,6250,1
P1,3,6198,5993,6248,2
P1,3,6198,6177,6274,2
P1,3,6198,6178,6282,2
P1,3,6198,6195,6456,1
P1,3,6175,5947,6383,2
P1,3,6175,6147,6359,1
P1,3,6175,6162,6256,2
P1,3,6175,6190,6380,2
P1,3,6175,6195,6456,0
P1,3,6175,6206,6276,2
P1,3,6073,5891,6231,2
P1,3,6073,5898,6278,1
P1,3,6073,6044,6261,1
P1,3,6073,6075,6407,1
P1,3,6073,6102,6241,2
P1,3,6073,6118,6258,0
P1,3,6073,6135,6352,2
P1,3,5975,5884,6334,0
P1,3,5975,5903,6238,2
P1,3,5975,6006,6432,0
P1,3,5975,6024,6330,2
P1,3,5975,6195,6456,0
P1,3,5975,6206,6276,2
P1,3,6029,5900,6412,0
P1,3,6029,5912,6459,2
P1,3,6029,5982,6418,2
P1,3,5912,5900,6412,1
P1,3,5912,6029,6419,1
P1,3,5912,6075,6407,0
P1,3,5912,6118,6258,0
P1,3,5912,6119,6360,2
P1,3,5891,5898,6278,0
P1,3,5891,5966,6250,2
P1,3,5891,5978,6379,1
P1,3,5891,5993,6248,2
P1,3,5891,6009,6323,1
P1,3,5891,6044,6261,0
P1,3,5891,6073,6275,0
P1,3,6147,5947,6383,1
P1,3,6147,6114,6322,2
P1,3,6147,6128,6252,2
P1,3,6147,6136,6340,0
P1,3,6147,6162,6256,0
P1,3,6147,6175,6373,2
P2,0,182,34,509,2
P2,0,182,111,605,1
P2,0,182,249,692,1
P2,0,73,82,586,0
P2,0,73,325,766,0
P2,0,73,364,621,0
P2,0,73,383,640,2
P2,0,73,384,641,2
P2,0,3,7,504,0
P2,0,3,9,483,1
P2,0,3,78,516,1
P2,0,3,130,701,1
P2,0,3,143,653,2
P2,0,3,221,514,0
P2,0,240,45,500,0
P2,0,240,128,490,0
P2,0,240,215,602,1
P2,0,240,233,534,1
P2,0,240,408,763,1
P2,0,240,409,554,2
P2,0,236,33,734,1
P2,0,236,78,516,1
P2,0,236,103,633,0
P2,0,236,112,652,2
P2,0,236,135,568,1
P2,0,339,82,586,2
P2,0,339,106,620,1
P2,0,339,307,764,2
P2,0,339,325,766,0
P2,0,339,348,600,1
P2,0,339,350,619,1
P2,0,415,86,758,0
P2,0,415,105,666,1
P2,0,415,242,553,2
P2,0,415,361,636,2
P2,0,415,377,505,0
P2,0,415,396,521,2
P2,0,415,416,694,0
P2,0,415,430,540,0
P2,0,334,39,691,0
P2,0,334,60,765,1
P2,0,334,107,647,1
P2,0,334,196,686,0
P2,0,334,296,769,0
P2,0,334,363,599,2
P2,0,334,407,650,1
P2,0,337,91,634,0
P2,0,337,302,660,1
P2,0,337,323,478,2
P2,0,337,336,614,1
P2,0,337,361,636,0
P2,0,337,377,505,2
P2,0,348,80,489,2
P2,0,348,306,674,0
P2,0,348,307,764,0
P2,0,348,324,469,0
P2,0,348,339,584,1
P2,0,348,350,619,1
P2,0,348,379,637,0
P2,0,348,381,638,0
P2,0,135,4,778,0
P2,0,135,9,483,1
P2,0,135,33,734,0
P2,0,135,78,516,0
P2,0,135,147,625,0
P2,0,135,236,776,0
