plant,time point,label,isCellTest
P2,2,1,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,1,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,1,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,1,True
P2,2,1,True
P2,2,1,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,1,True
P2,2,0,True
P2,2,0,True
P2,2,1,True
P2,2,0,True
P2,2,1,True
P2,2,0,True
P2,2,1,True
P2,2,1,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,2,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,1,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,1,True
P2,3,0,True
P2,3,0,True
P2,3,1,True
P2,3,0,True
P2,3,0,True
P2,3,1,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,1,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P2,3,0,True
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,1,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,1,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,1,False
P5,0,1,False
P5,0,0,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,1,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,0,False
P5,0,1,False
P5,0,1,False
P5,0,1,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,1,False
P5,1,0,False
P5,1,0,False
P5,1,1,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,1,False
P5,1,0,False
P5,1,1,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,1,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,1,False
P5,1,0,False
P5,1,0,False
P5,1,1,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,1,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,1,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,1,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,1,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,0,False
P5,2,1,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,1,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,1,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,1,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,1,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,1,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,0,False
P5,3,1,False
P5,3,1,False
P5,3,0,False
P5,3,0,False
P5,3,1,False
P5,3,1,False
P5,3,0,False
P5,3,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,1,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,1,False
P6,0,1,False
P6,0,0,False
P6,0,1,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,1,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,1,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,0,1,False
P6,0,0,False
P6,0,0,False
P6,0,0,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,1,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,1,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,1,False
P6,3,1,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,0,False
P6,3,0,False
P6,3,1,False
P6,3,0,False
P6,3,1,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,1,False
P8,0,1,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,0,1,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,1,False
P8,0,1,False
P8,0,0,False
P8,0,1,False
P8,0,1,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,0,0,False
P8,0,0,False
P8,0,0,False
P8,0,1,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,1,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,0,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,0,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P8,1,0,False
P8,1,1,False
P8,1,1,False
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,0,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,1,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,1,True
P9,0,1,True
P9,0,0,True
P9,0,1,True
P9,0,0,True
P9,0,0,True
P9,0,0,True
P9,1,1,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,1,True
P9,1,1,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,1,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,1,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,1,0,True
P9,1,0,True
P9,1,1,True
P9,1,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,1,True
P9,2,1,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,1,True
P9,2,0,True
P9,2,0,True
P9,2,1,True
P9,2,0,True
P9,2,1,True
P9,2,0,True
P9,2,0,True
P9,2,1,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,1,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,1,True
P9,2,1,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,2,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,1,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
P9,3,0,True
P9,3,1,True
P9,3,0,True
P9,3,0,True
