plant,time point,cell,label
ktnP2,0,101,1
ktnP2,0,102,0
ktnP2,0,104,0
ktnP2,0,105,0
ktnP2,0,109,0
ktnP2,0,114,0
ktnP2,0,117,0
ktnP2,0,118,0
ktnP2,0,135,0
ktnP2,0,140,0
ktnP2,0,146,0
ktnP2,0,147,0
ktnP2,0,149,0
ktnP2,0,150,0
ktnP2,0,152,0
ktnP2,0,153,1
ktnP2,0,167,0
ktnP2,0,170,0
ktnP2,0,171,0
ktnP2,0,177,0
ktnP2,0,180,0
ktnP2,0,192,0
ktnP2,0,193,0
ktnP2,0,194,0
ktnP2,0,197,0
ktnP2,0,198,0
ktnP2,0,199,0
ktnP2,0,200,0
ktnP2,0,202,0
ktnP2,0,205,0
ktnP2,0,206,0
ktnP2,0,207,0
ktnP2,0,209,1
ktnP2,0,233,0
ktnP2,0,234,0
ktnP2,0,239,0
ktnP2,0,241,1
ktnP2,0,242,0
ktnP2,0,247,0
ktnP2,0,252,0
ktnP2,0,253,0
ktnP2,0,257,0
ktnP2,0,261,0
ktnP2,0,265,0
ktnP2,0,266,0
ktnP2,0,269,0
ktnP2,0,271,0
ktnP2,0,273,0
ktnP2,0,275,0
ktnP2,0,278,0
ktnP2,0,280,0
ktnP2,0,285,0
ktnP2,0,288,0
ktnP2,0,290,0
ktnP2,0,291,0
ktnP2,0,297,0
ktnP2,0,300,0
ktnP2,0,301,0
ktnP2,0,311,1
ktnP2,0,317,0
ktnP2,0,319,0
ktnP2,0,324,1
ktnP2,0,325,0
ktnP2,0,326,0
ktnP2,0,330,0
ktnP2,0,331,1
ktnP2,0,336,0
ktnP2,0,352,1
ktnP2,0,370,0
ktnP2,0,371,1
ktnP2,0,376,0
ktnP2,0,377,0
ktnP2,0,379,0
ktnP2,0,381,0
ktnP2,0,382,0
ktnP2,0,383,1
ktnP2,0,390,0
ktnP2,0,391,0
ktnP2,0,396,0
ktnP2,0,399,0
ktnP2,0,419,0
ktnP2,0,420,0
ktnP2,0,423,0
ktnP2,0,425,0
ktnP2,0,426,0
ktnP2,0,451,0
ktnP2,0,454,0
ktnP2,0,455,1
ktnP2,0,458,0
ktnP2,0,459,0
ktnP2,0,462,1
ktnP2,0,464,0
ktnP2,0,466,0
ktnP2,0,470,0
ktnP2,0,471,0
ktnP2,0,474,1
ktnP2,0,487,0
ktnP2,0,493,0
ktnP2,0,499,1
ktnP2,0,503,0
ktnP2,0,516,1
ktnP2,0,538,0
ktnP2,0,539,0
ktnP2,0,540,0
ktnP2,0,546,0
ktnP2,0,547,0
ktnP2,0,557,0
ktnP2,0,565,0
ktnP2,0,566,0
ktnP2,0,567,0
ktnP2,0,568,0
ktnP2,0,569,1
ktnP2,0,677,1
ktnP2,0,688,0
ktnP2,0,689,0
ktnP2,0,690,0
ktnP2,0,691,0
ktnP2,0,692,0
ktnP2,0,693,0
ktnP2,1,3,0
ktnP2,1,10,0
ktnP2,1,19,0
ktnP2,1,21,0
ktnP2,1,42,1
ktnP2,1,47,0
ktnP2,1,48,1
ktnP2,1,49,0
ktnP2,1,50,0
ktnP2,1,51,0
ktnP2,1,52,0
ktnP2,1,63,0
ktnP2,1,65,0
ktnP2,1,66,1
ktnP2,1,77,0
ktnP2,1,88,0
ktnP2,1,99,0
ktnP2,1,100,1
ktnP2,1,105,0
ktnP2,1,110,1
ktnP2,1,111,1
ktnP2,1,121,1
ktnP2,1,125,0
ktnP2,1,137,0
ktnP2,1,178,0
ktnP2,1,179,0
ktnP2,1,180,0
ktnP2,1,182,0
ktnP2,1,183,0
ktnP2,1,186,1
ktnP2,1,189,1
ktnP2,1,194,0
ktnP2,1,196,0
ktnP2,1,199,0
ktnP2,1,200,0
ktnP2,1,201,0
ktnP2,1,202,0
ktnP2,1,203,1
ktnP2,1,204,1
ktnP2,1,211,0
ktnP2,1,212,0
ktnP2,1,214,0
ktnP2,1,215,0
ktnP2,1,216,0
ktnP2,1,217,0
ktnP2,1,271,0
ktnP2,1,276,0
ktnP2,1,277,0
ktnP2,1,280,0
ktnP2,1,286,1
ktnP2,1,288,0
ktnP2,1,291,0
ktnP2,1,292,0
ktnP2,1,295,1
ktnP2,1,302,1
ktnP2,1,306,0
ktnP2,1,307,0
ktnP2,1,308,1
ktnP2,1,309,1
ktnP2,1,327,1
ktnP2,1,329,0
ktnP2,1,332,0
ktnP2,1,333,0
ktnP2,1,349,0
ktnP2,1,350,1
ktnP2,1,358,0
ktnP2,1,366,0
ktnP2,1,367,1
ktnP2,1,370,0
ktnP2,1,371,0
ktnP2,1,373,0
ktnP2,1,402,0
ktnP2,1,403,1
ktnP2,1,405,1
ktnP2,1,407,0
ktnP2,1,408,1
ktnP2,1,409,0
ktnP2,1,410,0
ktnP2,1,411,0
ktnP2,1,414,0
ktnP2,1,415,0
ktnP2,1,422,0
ktnP2,1,424,1
ktnP2,1,426,0
ktnP2,1,432,1
ktnP2,1,435,0
ktnP2,1,437,0
ktnP2,1,438,0
ktnP2,1,440,0
ktnP2,1,445,0
ktnP2,1,449,0
ktnP2,1,450,0
ktnP2,1,452,0
ktnP2,1,453,0
ktnP2,1,458,0
ktnP2,1,461,0
ktnP2,1,483,0
ktnP2,1,484,0
ktnP2,1,499,0
ktnP2,1,501,0
ktnP2,1,510,0
ktnP2,1,511,0
ktnP2,1,512,0
ktnP2,1,525,0
ktnP2,1,526,0
ktnP2,1,577,0
ktnP2,1,578,0
ktnP2,1,591,0
ktnP2,1,592,0
ktnP2,1,595,0
ktnP3,0,4,1
ktnP3,0,5,1
ktnP3,0,7,0
ktnP3,0,27,1
ktnP3,0,29,0
ktnP3,0,39,0
ktnP3,0,50,0
ktnP3,0,64,1
ktnP3,0,68,0
ktnP3,0,69,0
ktnP3,0,71,0
ktnP3,0,83,0
ktnP3,0,87,1
ktnP3,0,101,1
ktnP3,0,116,0
ktnP3,0,122,1
ktnP3,0,123,0
ktnP3,0,124,0
ktnP3,0,125,1
ktnP3,0,126,1
ktnP3,0,128,1
ktnP3,0,130,1
ktnP3,0,136,1
ktnP3,0,141,0
ktnP3,0,148,1
ktnP3,0,149,1
ktnP3,0,150,0
ktnP3,0,158,0
ktnP3,0,163,1
ktnP3,0,164,0
ktnP3,0,170,0
ktnP3,0,171,0
ktnP3,0,172,0
ktnP3,0,178,0
ktnP3,0,179,0
ktnP3,0,187,1
ktnP3,0,189,0
ktnP3,0,196,0
ktnP3,0,199,0
ktnP3,0,200,1
ktnP3,0,201,0
ktnP3,0,207,1
ktnP3,0,208,0
ktnP3,0,213,0
ktnP3,0,216,1
ktnP3,0,217,0
ktnP3,0,218,1
ktnP3,0,219,0
ktnP3,0,223,1
ktnP3,0,228,0
ktnP3,0,235,1
ktnP3,0,239,0
ktnP3,0,240,0
ktnP3,0,243,0
ktnP3,0,246,0
ktnP3,0,248,1
ktnP3,0,249,1
ktnP3,0,255,0
ktnP3,0,260,1
ktnP3,0,261,0
ktnP3,0,262,0
ktnP3,0,263,1
ktnP3,0,268,0
ktnP3,0,269,1
ktnP3,0,271,1
ktnP3,0,283,0
ktnP3,0,284,1
ktnP3,0,285,1
ktnP3,0,298,1
ktnP3,0,314,1
ktnP3,0,317,0
ktnP3,0,319,0
ktnP3,0,321,1
ktnP3,0,326,0
ktnP3,0,328,0
ktnP3,0,329,0
ktnP3,0,363,1
ktnP3,0,365,0
ktnP3,0,367,0
ktnP3,0,372,1
ktnP3,0,390,0
ktnP3,0,392,0
ktnP3,0,393,0
ktnP3,0,396,1
ktnP3,0,402,0
ktnP3,0,411,1
ktnP3,0,414,1
ktnP3,0,418,1
ktnP3,0,427,0
ktnP3,0,428,0
ktnP3,0,430,1
ktnP3,0,432,0
ktnP3,0,435,1
ktnP3,0,440,0
ktnP3,0,444,1
ktnP3,0,446,0
ktnP3,0,460,1
ktnP3,0,464,1
ktnP3,0,476,0
ktnP3,0,479,0
ktnP3,0,484,1
ktnP3,0,485,0
ktnP3,0,486,0
ktnP3,0,490,0
ktnP3,0,491,0
ktnP3,0,502,0
ktnP3,0,503,1
ktnP3,0,504,0
ktnP3,0,527,0
ktnP3,0,528,0
ktnP3,0,612,0
ktnP3,0,613,1
ktnP3,0,622,0
ktnP3,0,623,0
ktnP3,0,624,0
ktnP3,0,627,0
ktnP3,0,635,0
ktnP3,0,636,0
ktnP3,1,28,1
ktnP3,1,32,0
ktnP3,1,40,1
ktnP3,1,43,1
ktnP3,1,46,0
ktnP3,1,47,0
ktnP3,1,52,1
ktnP3,1,55,0
ktnP3,1,62,0
ktnP3,1,67,1
ktnP3,1,76,1
ktnP3,1,128,1
ktnP3,1,130,1
ktnP3,1,132,1
ktnP3,1,134,0
ktnP3,1,136,0
ktnP3,1,137,1
ktnP3,1,140,1
ktnP3,1,141,1
ktnP3,1,144,1
ktnP3,1,145,0
ktnP3,1,147,0
ktnP3,1,148,0
ktnP3,1,152,0
ktnP3,1,155,0
ktnP3,1,160,1
ktnP3,1,163,0
ktnP3,1,169,1
ktnP3,1,176,1
ktnP3,1,177,0
ktnP3,1,178,0
ktnP3,1,181,1
ktnP3,1,193,0
ktnP3,1,198,0
ktnP3,1,199,0
ktnP3,1,202,0
ktnP3,1,205,0
ktnP3,1,206,0
ktnP3,1,207,1
ktnP3,1,209,0
ktnP3,1,222,1
ktnP3,1,223,0
ktnP3,1,224,1
ktnP3,1,225,1
ktnP3,1,228,0
ktnP3,1,242,1
ktnP3,1,246,0
ktnP3,1,251,1
ktnP3,1,252,0
ktnP3,1,259,1
ktnP3,1,269,1
ktnP3,1,276,1
ktnP3,1,278,1
ktnP3,1,283,1
ktnP3,1,292,0
ktnP3,1,293,1
ktnP3,1,296,1
ktnP3,1,300,1
ktnP3,1,301,0
ktnP3,1,303,1
ktnP3,1,305,0
ktnP3,1,323,1
ktnP3,1,329,1
ktnP3,1,335,1
ktnP3,1,346,0
ktnP3,1,350,1
ktnP3,1,351,0
ktnP3,1,352,1
ktnP3,1,353,1
ktnP3,1,355,1
ktnP3,1,356,1
ktnP3,1,357,1
ktnP3,1,359,1
ktnP3,1,365,1
ktnP3,1,366,1
ktnP3,1,367,0
ktnP3,1,372,1
ktnP3,1,379,0
ktnP3,1,381,0
ktnP3,1,382,1
ktnP3,1,386,1
ktnP3,1,389,0
ktnP3,1,394,1
ktnP3,1,395,0
ktnP3,1,398,1
ktnP3,1,401,0
ktnP3,1,405,0
ktnP3,1,411,0
ktnP3,1,414,0
ktnP3,1,417,1
ktnP3,1,421,0
ktnP3,1,424,0
ktnP3,1,426,1
ktnP3,1,427,1
ktnP3,1,430,1
ktnP3,1,431,0
ktnP3,1,433,0
ktnP3,1,440,0
ktnP3,1,441,0
ktnP3,1,476,1
ktnP3,1,499,1
ktnP3,1,502,1
ktnP3,1,556,0
ktnP3,1,571,1
ktnP3,1,572,0
ktnP3,1,573,0
