plant,time point,dividing parent cell,parent neighbor,label,isCellTest
P5,0,25,224,1,False
P5,0,25,249,2,False
P5,0,25,295,1,False
P5,0,25,339,1,False
P5,0,366,75,1,False
P5,0,366,341,1,False
P5,0,366,367,2,False
P5,0,366,412,0,False
P5,0,2,150,2,False
P5,0,197,150,1,False
P5,0,532,50,0,False
P5,0,532,52,0,False
P5,0,532,144,0,False
P5,0,532,266,2,False
P5,0,252,9,0,False
P5,0,252,30,1,False
P5,0,252,178,2,False
P5,0,252,217,0,False
P5,0,252,296,0,False
P5,0,252,345,2,False
P5,0,252,347,1,False
P5,0,210,89,2,False
P5,0,210,493,0,False
P5,0,210,494,0,False
P5,0,48,164,2,False
P5,0,48,284,1,False
P5,0,48,290,0,False
P5,0,48,383,2,False
P5,0,382,148,1,False
P5,0,382,284,0,False
P5,0,382,329,0,False
P5,0,382,383,2,False
P5,0,382,454,1,False
P5,0,390,123,1,False
P5,0,390,296,0,False
P5,0,390,339,0,False
P5,0,390,388,2,False
P5,0,390,391,2,False
P5,0,390,458,1,False
P5,0,208,284,2,False
P5,0,208,329,1,False
P5,0,139,140,0,False
P5,0,139,150,2,False
P5,0,541,9,2,False
P5,0,541,50,1,False
P5,0,541,144,1,False
P5,0,541,178,1,False
P5,0,541,491,2,False
