plant,time point,dividing parent cell,parent neighbor,mapped daughter,label
p3 FM6 flower 1,0,13679,13672,12700,1
p3 FM6 flower 1,0,13679,13681,12851,2
p3 FM6 flower 1,0,13679,13686,12864,0
p3 FM6 flower 1,0,13679,13704,12716,0
p3 FM6 flower 1,0,13679,13705,12891,0
p3 FM6 flower 1,0,13657,13306,13093,2
p3 FM6 flower 1,0,13657,13575,13008,0
p3 FM6 flower 1,0,13657,13682,13032,1
p3 FM6 flower 1,0,13657,13730,13060,1
p3 FM6 flower 1,0,13657,13766,13006,0
p3 FM6 flower 1,0,13657,13773,13024,2
p3 FM6 flower 1,0,13742,13371,12937,1
p3 FM6 flower 1,0,13742,13470,12969,0
p3 FM6 flower 1,0,13742,13726,12910,2
p3 FM6 flower 1,0,13742,13743,12949,1
p3 FM6 flower 1,0,13742,13748,12978,2
p3 FM6 flower 1,0,13265,13654,12814,1
p3 FM6 flower 1,0,13265,13660,12688,0
p3 FM6 flower 1,0,13265,13670,12696,1
p3 FM6 flower 1,0,13265,13671,12829,2
p3 FM6 flower 1,0,13265,13672,12700,0
p3 FM6 flower 1,0,13265,13827,12806,2
p3 FM6 flower 1,0,13708,13317,12866,1
p3 FM6 flower 1,0,13708,13327,12882,2
p3 FM6 flower 1,0,13708,13355,12732,0
p3 FM6 flower 1,0,13708,13358,12736,2
p3 FM6 flower 1,0,13708,13709,12886,1
p3 FM6 flower 1,0,13760,13629,13019,1
p3 FM6 flower 1,0,13760,13739,12952,1
p3 FM6 flower 1,0,13760,13745,12982,1
p3 FM6 flower 1,0,13760,13750,12981,2
p3 FM6 flower 1,0,13760,13762,12762,1
p3 FM6 flower 1,0,13760,13767,12766,2
p3 FM6 flower 1,0,13299,13264,12824,1
p3 FM6 flower 1,0,13299,13300,12846,1
p3 FM6 flower 1,0,13299,13317,12866,2
p3 FM6 flower 1,0,13299,13327,12882,0
p3 FM6 flower 1,0,13299,13673,12836,2
p3 FM6 flower 1,0,13299,13688,12858,0
p3 FM6 flower 1,0,13749,13371,12937,0
p3 FM6 flower 1,0,13749,13372,12938,0
p3 FM6 flower 1,0,13749,13540,12760,1
p3 FM6 flower 1,0,13749,13743,12949,2
p3 FM6 flower 1,0,13749,13744,12962,2
p3 FM6 flower 1,0,13749,13750,12981,1
p3 FM6 flower 1,0,13749,13759,12996,1
p3 FM6 flower 1,0,13747,13390,12932,2
p3 FM6 flower 1,0,13747,13538,12754,2
p3 FM6 flower 1,0,13747,13741,12956,0
p3 FM6 flower 1,0,13778,13728,13089,0
p3 FM6 flower 1,0,13778,13745,12982,0
p3 FM6 flower 1,0,13704,13307,12850,0
p3 FM6 flower 1,0,13704,13330,12720,1
p3 FM6 flower 1,0,13704,13679,12708,0
p3 FM6 flower 1,0,13704,13693,12856,2
p3 FM6 flower 1,0,13704,13705,12891,2
p3 FM6 flower 1,0,13704,13719,12900,1
p3 FM6 flower 1,0,13704,13721,13098,1
p3 FM6 flower 1,0,13345,13331,12892,0
p3 FM6 flower 1,0,13345,13705,12891,2
p3 FM6 flower 1,0,13345,13721,13098,1
p3 FM6 flower 1,0,13345,13726,12910,0
p3 FM6 flower 1,0,13345,13731,12740,1
p3 FM6 flower 1,0,13663,13629,13019,2
p3 FM6 flower 1,0,13663,13762,12762,0
p3 FM6 flower 1,0,13672,13265,12692,1
p3 FM6 flower 1,0,13672,13307,12850,2
p3 FM6 flower 1,0,13672,13660,12688,2
p3 FM6 flower 1,0,13672,13661,12689,0
p3 FM6 flower 1,0,13672,13671,12829,1
p3 FM6 flower 1,0,13672,13678,12841,1
p3 FM6 flower 1,0,13672,13679,12708,0
p3 FM6 flower 1,0,13355,13326,12881,0
p3 FM6 flower 1,0,13355,13327,12882,0
p3 FM6 flower 1,0,13355,13358,12736,1
p3 FM6 flower 1,0,13355,13372,12938,2
p3 FM6 flower 1,0,13355,13708,12884,2
p3 FM6 flower 1,0,13355,13723,12734,0
p3 FM6 flower 1,0,13355,13732,12939,1
p3 FM6 flower 1,0,13317,13299,12852,2
p3 FM6 flower 1,0,13317,13300,12846,1
p3 FM6 flower 1,0,13317,13327,12882,0
p3 FM6 flower 1,0,13317,13697,12712,1
p3 FM6 flower 1,0,13317,13708,12884,2
p3 FM6 flower 1,0,13317,13709,12886,1
p3 FM6 flower 1,0,13687,13212,13018,0
p3 FM6 flower 1,0,13687,13306,13093,0
p3 FM6 flower 1,0,13687,13629,13019,1
p3 FM6 flower 1,0,13687,13767,12766,2
p3 FM6 flower 1,0,13327,13299,12852,0
p3 FM6 flower 1,0,13327,13317,12866,2
p3 FM6 flower 1,0,13327,13326,12881,2
p3 FM6 flower 1,0,13327,13355,12732,1
p3 FM6 flower 1,0,13327,13688,12858,0
p3 FM6 flower 1,0,13327,13708,12884,1
p3 FM6 flower 1,0,13779,13745,12982,0
p3 FM6 flower 1,0,13779,13762,12762,0
p3 FM6 flower 1,0,13779,13778,12972,2
p3 FM6 flower 1,0,13538,13504,12752,0
p3 FM6 flower 1,0,13538,13741,12956,0
p3 FM6 flower 1,0,13538,13747,12748,2
p3 FM6 flower 1,0,13538,13771,13003,2
p3 FM6 flower 1,0,13538,13772,12769,0
p3 FM6 flower 1,0,13748,13470,12969,2
p3 FM6 flower 1,0,13748,13539,12984,1
p3 FM6 flower 1,0,13748,13540,12760,0
p3 FM6 flower 1,0,13748,13742,12948,0
p3 FM6 flower 1,0,13748,13743,12949,0
p3 FM6 flower 1,0,13748,13766,13006,2
p3 FM6 flower 1,0,13359,13358,12736,0
p3 FM6 flower 1,0,13359,13709,12886,2
p3 FM6 flower 1,0,13359,13728,13089,1
p3 FM6 flower 1,0,13359,13739,12952,2
p3 FM6 flower 1,0,13359,13745,12982,1
p3 FM6 flower 1,0,13359,13834,12722,1
p3 FM6 flower 1,0,13628,13634,12790,2
p3 FM6 flower 1,0,13628,13826,12673,1
p3 FM6 flower 1,0,13628,13828,12682,0
p3 FM6 flower 1,0,13628,13833,12791,2
p3 FM6 flower 1,0,13656,13246,12811,1
p3 FM6 flower 1,0,13656,13266,12832,0
p3 FM6 flower 1,0,13656,13649,12802,1
p3 FM6 flower 1,0,13656,13661,12689,2
p3 FM6 flower 1,0,13656,13662,12690,2
p3 FM6 flower 1,0,13656,13832,12798,1
p3 FM6 flower 1,0,13828,13628,12786,1
p3 FM6 flower 1,0,13828,13634,12790,1
p3 FM6 flower 1,0,13828,13649,12802,2
p3 FM6 flower 1,0,13828,13660,12688,0
p3 FM6 flower 1,0,13828,13827,12806,0
p3 FM6 flower 1,0,13828,13829,13092,2
p3 FM6 flower 1,0,13828,13832,12798,1
p3 FM6 flower 1,0,13828,13833,12791,1
p3 FM6 flower 1,0,13212,13306,13093,1
p3 FM6 flower 1,0,13212,13540,12760,0
p3 FM6 flower 1,0,13212,13575,13008,2
p3 FM6 flower 1,0,13212,13759,12996,0
p3 FM6 flower 1,0,13212,13767,12766,0
p3 FM6 flower 1,0,13762,13629,13019,1
p3 FM6 flower 1,0,13762,13745,12982,0
p3 FM6 flower 1,0,13762,13760,12756,2
p3 FM6 flower 1,0,13688,13299,12852,1
p3 FM6 flower 1,0,13688,13326,12881,2
p3 FM6 flower 1,0,13688,13327,12882,1
p3 FM6 flower 1,0,13688,13673,12836,2
p3 FM6 flower 1,0,13688,13681,12851,0
p3 FM6 flower 1,0,13688,13696,12872,0
p3 FM6 flower 1,0,13827,13265,12692,2
p3 FM6 flower 1,0,13827,13647,12801,1
p3 FM6 flower 1,0,13827,13654,12814,1
p3 FM6 flower 1,0,13827,13660,12688,0
p3 FM6 flower 1,0,13827,13828,12682,0
p3 FM6 flower 1,0,13827,13829,13092,2
p3 FM6 flower 1,0,13709,13317,12866,0
p3 FM6 flower 1,0,13709,13358,12736,0
p3 FM6 flower 1,0,13709,13359,12914,2
p3 FM6 flower 1,0,13709,13697,12712,2
p3 FM6 flower 1,0,13709,13708,12884,0
p3 FM6 flower 1,0,13709,13834,12722,1
p3 FM6 flower 1,0,13745,13359,12914,0
p3 FM6 flower 1,0,13745,13728,13089,0
p3 FM6 flower 1,0,13745,13739,12952,2
p3 FM6 flower 1,0,13745,13760,12756,1
p3 FM6 flower 1,0,13745,13762,12762,1
p3 FM6 flower 1,0,13745,13778,12972,2
p3 FM6 flower 1,0,13634,13628,12786,2
p3 FM6 flower 1,0,13634,13828,12682,0
p3 FM6 flower 1,0,13634,13829,13092,0
p3 FM6 flower 1,0,13766,13539,12984,1
p3 FM6 flower 1,0,13766,13540,12760,0
p3 FM6 flower 1,0,13766,13575,13008,0
p3 FM6 flower 1,0,13766,13657,12772,0
p3 FM6 flower 1,0,13766,13748,12978,2
p3 FM6 flower 1,0,13766,13765,12761,1
p3 FM6 flower 1,0,13766,13773,13024,2
p3 FM6 flower 1,0,13726,13331,12892,0
p3 FM6 flower 1,0,13726,13345,12908,0
p3 FM6 flower 1,0,13726,13371,12937,1
p3 FM6 flower 1,0,13726,13707,12893,2
p3 FM6 flower 1,0,13726,13723,12734,1
p3 FM6 flower 1,0,13726,13742,12948,2
p3 FM6 flower 1,0,13767,13212,13018,1
p3 FM6 flower 1,0,13767,13629,13019,2
p3 FM6 flower 1,0,13767,13750,12981,0
p3 FM6 flower 1,0,13767,13759,12996,2
p3 FM6 flower 1,0,13767,13760,12756,0
p3 FM6 flower 1,0,13723,13326,12881,2
p3 FM6 flower 1,0,13723,13355,12732,1
p3 FM6 flower 1,0,13723,13371,12937,2
p3 FM6 flower 1,0,13723,13372,12938,1
p3 FM6 flower 1,0,13723,13707,12893,0
p3 FM6 flower 1,0,13723,13726,12910,0
p3 FM6 flower 1,0,13826,13221,12793,2
p3 FM6 flower 1,0,13826,13628,12786,0
p3 FM6 flower 1,0,13826,13825,12792,0
p3 FM6 flower 1,0,13826,13833,12791,0
p3 FM6 flower 1,0,13728,13359,12914,2
p3 FM6 flower 1,0,13728,13745,12982,1
p3 FM6 flower 1,0,13728,13778,12972,1
p3 FM6 flower 1,0,13728,13834,12722,0
p3 FM6 flower 1,0,13661,13266,12832,2
p3 FM6 flower 1,0,13661,13649,12802,1
p3 FM6 flower 1,0,13661,13656,12810,1
p3 FM6 flower 1,0,13661,13660,12688,2
p3 FM6 flower 1,0,13661,13672,12700,0
p3 FM6 flower 1,0,13661,13679,12708,0
p3 FM6 flower 1,0,13326,13327,12882,2
p3 FM6 flower 1,0,13326,13355,12732,1
p3 FM6 flower 1,0,13326,13688,12858,0
p3 FM6 flower 1,0,13326,13696,12872,0
p3 FM6 flower 1,0,13326,13707,12893,0
p3 FM6 flower 1,0,13326,13723,12734,2
p3 FM6 flower 1,0,13792,13678,12841,0
p3 FM6 flower 1,0,13792,13693,12856,0
p3 FM6 flower 1,0,13792,13703,12871,2
p3 FM6 flower 1,0,13792,13791,12840,2
p3 FM6 flower 1,0,13743,13371,12937,0
p3 FM6 flower 1,0,13743,13540,12760,1
p3 FM6 flower 1,0,13743,13742,12948,2
p3 FM6 flower 1,0,13743,13748,12978,1
p3 FM6 flower 1,0,13743,13749,12980,2
p3 FM6 flower 1,0,13750,13732,12939,1
p3 FM6 flower 1,0,13750,13739,12952,1
p3 FM6 flower 1,0,13750,13744,12962,2
p3 FM6 flower 1,0,13750,13749,12980,0
p3 FM6 flower 1,0,13750,13759,12996,0
p3 FM6 flower 1,0,13750,13760,12756,2
p3 FM6 flower 1,0,13750,13767,12766,0
p3 FM6 flower 1,0,13671,13265,12692,2
p3 FM6 flower 1,0,13671,13670,12696,1
p3 FM6 flower 1,0,13671,13672,12700,0
p3 FM6 flower 1,0,13671,13678,12841,2
p3 FM6 flower 1,0,13671,13791,12840,1
p3 FM6 flower 1,0,13732,13355,12732,0
p3 FM6 flower 1,0,13732,13358,12736,2
p3 FM6 flower 1,0,13732,13372,12938,0
p3 FM6 flower 1,0,13732,13739,12952,1
p3 FM6 flower 1,0,13732,13744,12962,2
p3 FM6 flower 1,0,13732,13750,12981,1
p3 FM6 flower 1,0,13771,13538,12754,2
p3 FM6 flower 1,0,13771,13772,12769,2
p3 FM6 flower 1,0,13705,13331,12892,2
p3 FM6 flower 1,0,13705,13345,12908,1
p3 FM6 flower 1,0,13705,13679,12708,0
p3 FM6 flower 1,0,13705,13686,12864,0
p3 FM6 flower 1,0,13705,13704,12716,2
p3 FM6 flower 1,0,13705,13721,13098,1
p3 FM6 flower 1,1,12712,12867,14062,0
p3 FM6 flower 1,1,12712,12885,14356,0
p3 FM6 flower 1,1,12712,12886,14301,2
p3 FM6 flower 1,1,12840,12696,14216,1
p3 FM6 flower 1,1,12840,12704,14372,1
p3 FM6 flower 1,1,12840,12706,14370,2
p3 FM6 flower 1,1,12840,12709,14366,0
p3 FM6 flower 1,1,12840,12835,14236,1
p3 FM6 flower 1,1,12840,12841,13861,2
p3 FM6 flower 1,1,12840,12855,14367,0
p3 FM6 flower 1,1,16083,12739,13956,1
p3 FM6 flower 1,1,16083,12748,14152,2
p3 FM6 flower 1,1,16083,16055,13992,1
p3 FM6 flower 1,1,12916,12739,13956,0
p3 FM6 flower 1,1,12916,12742,14172,2
p3 FM6 flower 1,1,12916,12899,14085,2
p3 FM6 flower 1,1,12916,12905,13979,0
p3 FM6 flower 1,1,12916,12907,14340,1
p3 FM6 flower 1,1,12916,12932,14104,0
p3 FM6 flower 1,1,12964,12756,14134,0
p3 FM6 flower 1,1,12964,12951,14401,1
p3 FM6 flower 1,1,12964,12952,14420,2
p3 FM6 flower 1,1,12964,12971,14400,2
p3 FM6 flower 1,1,12964,12982,14418,0
p3 FM6 flower 1,1,12949,12937,13872,2
p3 FM6 flower 1,1,12949,12959,14004,0
p3 FM6 flower 1,1,12949,12961,14109,1
p3 FM6 flower 1,1,12949,12979,14344,2
p3 FM6 flower 1,1,12937,12734,13889,2
p3 FM6 flower 1,1,12937,12911,13869,1
p3 FM6 flower 1,1,12937,12925,14076,0
p3 FM6 flower 1,1,12937,12938,14352,1
p3 FM6 flower 1,1,12937,12949,14544,2
p3 FM6 flower 1,1,12937,12959,14004,0
p3 FM6 flower 1,1,12937,12961,14109,1
p3 FM6 flower 1,1,12918,12736,14100,0
p3 FM6 flower 1,1,12918,12885,14356,1
p3 FM6 flower 1,1,12918,12913,13982,2
p3 FM6 flower 1,1,12918,12914,14332,2
p3 FM6 flower 1,1,12918,12952,14420,0
p3 FM6 flower 1,1,12979,12760,14346,2
p3 FM6 flower 1,1,12979,12949,14544,2
p3 FM6 flower 1,1,12979,12959,14004,0
p3 FM6 flower 1,1,12979,12961,14109,1
p3 FM6 flower 1,1,12979,12978,14193,0
p3 FM6 flower 1,1,12979,12980,14345,1
p3 FM6 flower 1,1,12732,12725,14080,1
p3 FM6 flower 1,1,12732,12882,14306,1
p3 FM6 flower 1,1,12732,12894,14331,1
p3 FM6 flower 1,1,12732,12911,13869,2
p3 FM6 flower 1,1,12732,12926,13896,2
p3 FM6 flower 1,1,12732,12938,14352,0
p3 FM6 flower 1,1,12846,12712,14272,2
p3 FM6 flower 1,1,12846,12833,13918,2
p3 FM6 flower 1,1,12846,12845,13936,0
p3 FM6 flower 1,1,12846,12867,14062,0
p3 FM6 flower 1,1,12858,12711,14270,2
p3 FM6 flower 1,1,12858,12836,14238,1
p3 FM6 flower 1,1,12858,12851,14053,2
p3 FM6 flower 1,1,12858,12872,14290,0
p3 FM6 flower 1,1,12858,12881,14074,0
p3 FM6 flower 1,1,12696,12692,14204,1
p3 FM6 flower 1,1,12696,12704,14372,0
p3 FM6 flower 1,1,12696,12835,14236,2
p3 FM6 flower 1,1,12696,12840,14368,0
p3 FM6 flower 1,1,12926,12732,14088,2
p3 FM6 flower 1,1,12926,12736,14100,2
p3 FM6 flower 1,1,12926,12894,14331,1
p3 FM6 flower 1,1,12926,12938,14352,0
p3 FM6 flower 1,1,12926,12939,14353,0
p3 FM6 flower 1,1,12748,12739,13956,1
p3 FM6 flower 1,1,12748,12749,14484,2
p3 FM6 flower 1,1,12748,12932,14104,1
p3 FM6 flower 1,1,12748,12983,13930,0
p3 FM6 flower 1,1,12748,16083,14112,2
p3 FM6 flower 1,1,12769,12759,14220,0
p3 FM6 flower 1,1,12769,12765,13958,2
p3 FM6 flower 1,1,12769,13003,13932,0
p3 FM6 flower 1,1,12769,13015,14257,2
p3 FM6 flower 1,1,12769,13032,14534,1
p3 FM6 flower 1,1,12769,16077,14042,1
p3 FM6 flower 1,1,12821,12696,14216,1
p3 FM6 flower 1,1,16070,12983,13930,0
p3 FM6 flower 1,1,16070,13015,14257,0
p3 FM6 flower 1,1,12932,12739,13956,2
p3 FM6 flower 1,1,12932,12742,14172,2
p3 FM6 flower 1,1,12932,12748,14152,0
p3 FM6 flower 1,1,12932,12749,14484,0
p3 FM6 flower 1,1,12932,12916,14096,1
p3 FM6 flower 1,1,16060,12724,14304,2
p3 FM6 flower 1,1,16060,12870,14297,1
p3 FM6 flower 1,1,16060,12904,13977,0
p3 FM6 flower 1,1,16060,16055,13992,0
p3 FM6 flower 1,1,16060,16059,14548,0
p3 FM6 flower 1,1,16060,16064,14071,2
p3 FM6 flower 1,1,12766,12770,14092,0
p3 FM6 flower 1,1,12766,12996,14406,0
p3 FM6 flower 1,1,12766,12997,16090,2
p3 FM6 flower 1,1,12766,13018,14506,0
p3 FM6 flower 1,1,12766,13019,14247,1
p3 FM6 flower 1,1,12766,13034,14397,2
p3 FM6 flower 1,1,12761,12759,14220,0
p3 FM6 flower 1,1,12761,12765,13958,0
p3 FM6 flower 1,1,12761,12984,13925,2
p3 FM6 flower 1,1,12761,13006,14222,1
p3 FM6 flower 1,1,12761,13024,14410,2
p3 FM6 flower 1,1,12761,13032,14534,0
p3 FM6 flower 1,1,12893,12734,13889,2
p3 FM6 flower 1,1,12893,12872,14290,2
p3 FM6 flower 1,1,12893,12881,14074,1
p3 FM6 flower 1,1,12893,12892,14316,0
p3 FM6 flower 1,1,12893,12910,14066,0
p3 FM6 flower 1,1,12893,12925,14076,0
p3 FM6 flower 1,1,12907,12742,14172,1
p3 FM6 flower 1,1,12907,12899,14085,0
p3 FM6 flower 1,1,12907,12900,14086,2
p3 FM6 flower 1,1,12907,12901,13868,1
p3 FM6 flower 1,1,12907,12916,14096,2
p3 FM6 flower 1,1,12907,13097,13972,1
p3 FM6 flower 1,1,16061,16059,14548,2
p3 FM6 flower 1,1,16061,16060,13976,0
p3 FM6 flower 1,1,16061,16064,14071,0
p3 FM6 flower 1,1,12739,12748,14152,0
p3 FM6 flower 1,1,12739,12905,13979,1
p3 FM6 flower 1,1,12739,12916,14096,1
p3 FM6 flower 1,1,12739,12932,14104,2
p3 FM6 flower 1,1,12739,16055,13992,2
p3 FM6 flower 1,1,12739,16083,14112,0
p3 FM6 flower 1,1,12700,12688,14226,1
p3 FM6 flower 1,1,12700,12693,14038,1
p3 FM6 flower 1,1,12700,12699,14044,2
p3 FM6 flower 1,1,12700,12843,13942,2
p3 FM6 flower 1,1,12700,12850,14268,0
p3 FM6 flower 1,1,13091,13092,14390,0
p3 FM6 flower 1,1,12885,12712,14272,1
p3 FM6 flower 1,1,12885,12867,14062,1
p3 FM6 flower 1,1,12885,12884,14354,2
p3 FM6 flower 1,1,12885,12886,14301,2
p3 FM6 flower 1,1,12885,12913,13982,0
p3 FM6 flower 1,1,12885,12914,14332,0
p3 FM6 flower 1,1,12885,12918,14000,0
p3 FM6 flower 1,1,12736,12894,14331,0
p3 FM6 flower 1,1,12736,12913,13982,2
p3 FM6 flower 1,1,12736,12918,14000,1
p3 FM6 flower 1,1,12736,12926,13896,2
p3 FM6 flower 1,1,12736,12939,14353,1
p3 FM6 flower 1,1,12736,12951,14401,1
p3 FM6 flower 1,1,12736,12952,14420,1
p3 FM6 flower 1,1,12749,12742,14172,2
p3 FM6 flower 1,1,12749,12748,14152,0
p3 FM6 flower 1,1,12749,12754,14028,2
p3 FM6 flower 1,1,12749,12932,14104,0
p3 FM6 flower 1,1,12749,12956,14482,1
p3 FM6 flower 1,1,12749,12983,13930,0
p3 FM6 flower 1,1,12832,12690,14480,1
p3 FM6 flower 1,1,12832,12819,14206,1
p3 FM6 flower 1,1,12832,12831,14035,2
p3 FM6 flower 1,1,12832,12836,14238,2
p3 FM6 flower 1,1,12832,12851,14053,0
p3 FM6 flower 1,1,12952,12736,14100,0
p3 FM6 flower 1,1,12952,12914,14332,1
p3 FM6 flower 1,1,12952,12918,14000,2
p3 FM6 flower 1,1,12952,12951,14401,0
p3 FM6 flower 1,1,12952,12964,14416,2
p3 FM6 flower 1,1,12952,12965,14422,1
p3 FM6 flower 1,1,12952,12982,14418,1
p3 FM6 flower 1,1,16059,16055,13992,2
p3 FM6 flower 1,1,16059,16060,13976,1
p3 FM6 flower 1,1,12959,12925,14076,1
p3 FM6 flower 1,1,12959,12937,13872,1
p3 FM6 flower 1,1,12959,12948,13996,2
p3 FM6 flower 1,1,12959,12949,14544,2
p3 FM6 flower 1,1,12959,12978,14193,0
p3 FM6 flower 1,1,12959,12979,14344,0
p3 FM6 flower 1,1,12865,12711,14270,2
p3 FM6 flower 1,1,12865,12725,14080,0
p3 FM6 flower 1,1,12865,12852,13865,1
p3 FM6 flower 1,1,12865,12866,13866,1
p3 FM6 flower 1,1,12865,12881,14074,0
p3 FM6 flower 1,1,12865,12882,14306,2
p3 FM6 flower 1,1,12962,12938,14352,1
p3 FM6 flower 1,1,12962,12939,14353,1
p3 FM6 flower 1,1,12962,12951,14401,1
p3 FM6 flower 1,1,12962,12961,14109,2
p3 FM6 flower 1,1,12962,12971,14400,2
p3 FM6 flower 1,1,12962,12980,14345,0
p3 FM6 flower 1,1,12962,12981,14349,0
p3 FM6 flower 1,1,12759,12752,14486,2
p3 FM6 flower 1,1,12759,12761,14264,1
p3 FM6 flower 1,1,12759,12765,13958,2
p3 FM6 flower 1,1,12759,12769,14536,0
p3 FM6 flower 1,1,12759,12968,13914,1
p3 FM6 flower 1,1,12759,12984,13925,1
p3 FM6 flower 1,1,12759,13003,13932,0
p3 FM6 flower 1,1,12754,12749,14484,2
p3 FM6 flower 1,1,12754,12752,14486,1
p3 FM6 flower 1,1,12754,12956,14482,1
p3 FM6 flower 1,1,12754,12983,13930,0
p3 FM6 flower 1,1,12754,13003,13932,2
p3 FM6 flower 1,1,12901,12740,16086,1
p3 FM6 flower 1,1,12901,12878,14305,0
p3 FM6 flower 1,1,12901,12891,14079,0
p3 FM6 flower 1,1,12901,12900,14086,0
p3 FM6 flower 1,1,12901,12907,14340,0
p3 FM6 flower 1,1,12901,12908,14097,2
p3 FM6 flower 1,1,12901,13097,13972,2
p3 FM6 flower 1,1,12948,12910,14066,1
p3 FM6 flower 1,1,12948,12924,13990,2
p3 FM6 flower 1,1,12948,12925,14076,1
p3 FM6 flower 1,1,12948,12959,14004,2
p3 FM6 flower 1,1,12948,12969,13906,0
p3 FM6 flower 1,1,12948,12978,14193,0
p3 FM6 flower 1,1,13003,12754,14028,0
p3 FM6 flower 1,1,13003,12759,14220,2
p3 FM6 flower 1,1,13003,12769,14536,1
p3 FM6 flower 1,1,13003,12983,13930,2
p3 FM6 flower 1,1,13003,13015,14257,1
p3 FM6 flower 1,1,12892,12730,14326,2
p3 FM6 flower 1,1,12892,12863,14287,0
p3 FM6 flower 1,1,12892,12864,14289,0
p3 FM6 flower 1,1,12892,12872,14290,0
